@relation cloud_risk

@attribute RC NUMERIC
@attribute IP NUMERIC
@attribute IAS NUMERIC
@attribute DS NUMERIC
@attribute TPM NUMERIC
@attribute RE NUMERIC
@attribute DB NUMERIC
@attribute DI NUMERIC
@attribute DT NUMERIC
@attribute DL NUMERIC
@attribute DLIS NUMERIC
@attribute SLA NUMERIC
@attribute AAC NUMERIC
@attribute IDD NUMERIC
@attribute BCSA NUMERIC
@attribute R NUMERIC
@attribute ShE NUMERIC
@attribute VV NUMERIC
@attribute risk_label {low,medium,high,very_high}

@data
0.036887,0.497813,0.824350,0.897532,1.984184,0.813619,1.741621,1.908307,2.452784,1.174806,0.586827,2.810316,2.677131,2.469830,2.876171,2.779229,1.799017,2.144032,very_high
0.609564,0.105474,0.396992,0.907761,0.260703,1.695943,1.740211,1.980931,1.632749,0.224528,1.831427,1.853996,0.154400,2.970379,2.805819,2.232759,2.671192,2.629961,very_high
0.502679,0.656780,0.156317,0.087417,1.592137,0.735316,1.157873,1.615319,0.096589,1.425442,1.260384,0.158324,1.581464,1.590460,2.819702,1.632214,2.952311,2.075580,medium
0.051479,0.822103,0.737951,0.936493,0.789551,1.182191,0.859713,0.376368,1.856767,1.265045,2.656797,2.222588,0.322273,2.289451,2.796638,1.091285,2.214425,2.744108,very_high
0.278646,0.380420,0.360475,0.825535,0.984432,1.007547,1.283141,0.423963,0.166172,1.333155,2.265506,0.330286,0.602227,2.710957,2.639779,2.264453,1.290008,2.603349,medium
0.908266,0.775612,0.671271,0.791311,1.761301,1.291903,1.636424,0.680450,1.849069,0.135994,1.790854,2.009244,2.700650,2.159049,2.389958,1.746881,1.759354,1.553097,high
0.239562,0.964477,0.270644,0.200911,0.825822,1.945789,0.011304,0.636265,2.055090,1.084849,0.032217,2.338098,1.490374,2.579004,1.048816,2.815236,1.018967,2.260205,medium
0.144895,0.203766,0.081230,0.805119,1.074988,0.111471,1.983994,1.913055,0.593303,2.269452,2.639386,2.177594,2.275635,1.828904,1.264507,1.069756,2.205452,1.014824,medium
0.489453,0.523330,0.992582,0.850133,0.098599,1.147923,0.365788,1.578148,2.458038,1.106743,1.334002,2.855651,0.193152,2.180983,1.268464,1.078205,2.643137,1.792084,medium
0.985650,0.287138,0.156202,0.289150,0.004695,1.726058,0.940498,1.448018,2.733255,2.145516,2.794733,2.214439,1.250480,1.111333,1.047081,2.898599,2.259880,1.475920,very_high
0.242055,0.792854,0.988421,0.952260,0.489600,0.962765,1.744059,0.371926,2.439261,1.108436,1.486617,2.079629,2.022721,2.971535,1.233404,2.929748,2.572172,2.874233,very_high
0.672136,0.577593,0.977280,0.049860,1.361166,0.157054,0.450081,1.819051,0.915328,1.269718,2.082673,0.785230,0.400219,2.600037,2.839493,1.055484,2.599808,1.810778,medium
0.761620,0.634582,0.793818,0.149909,0.242530,1.121079,0.953590,1.655741,1.759929,1.691676,0.207878,2.774306,0.977454,2.737618,2.327609,2.432066,2.702025,2.308129,very_high
0.237638,0.797914,0.659423,0.537581,0.227524,0.664148,0.265164,0.327284,2.744445,2.852046,2.235455,0.538632,0.193643,2.388589,1.624146,1.442990,1.533328,2.463963,medium
0.728216,0.395970,0.577807,0.575792,0.821921,0.309884,0.790153,1.742341,0.961994,0.326581,1.013988,2.714690,1.954020,1.372100,2.586720,2.402786,2.742537,2.546425,high
0.367783,0.915090,0.866102,0.645150,1.295674,1.698069,0.354271,0.544495,2.460083,0.098741,1.054077,0.937988,2.912674,1.062057,1.976739,2.737466,2.308188,2.471550,high
0.632306,0.533029,0.289440,0.016969,1.424144,1.043199,0.727255,0.161739,0.028425,1.823872,0.355968,0.390491,2.481136,2.729313,1.284254,1.201663,1.579451,1.578330,low
0.633530,0.157955,0.467681,0.960367,0.356901,1.866553,0.746928,1.313645,0.010940,2.847291,0.440571,2.480049,2.923869,1.792661,2.769004,1.477533,2.974589,2.372135,very_high
0.535775,0.695899,0.619390,0.044588,0.159176,1.612033,1.986342,1.307609,2.279135,2.969169,0.557277,0.007486,2.536814,1.527730,1.677324,1.048155,2.900365,2.098019,high
0.090290,0.793261,0.411190,0.143062,1.880794,1.385944,1.989626,0.189864,2.284343,1.452493,0.984619,2.496265,2.565587,2.123346,2.397718,1.087660,2.148882,2.194745,very_high
0.835302,0.316762,0.427486,0.014015,0.521333,0.010051,0.229573,0.637704,2.366932,1.404245,2.675910,0.786936,1.731532,1.841797,1.581188,1.059236,2.686417,1.001629,low
0.320780,0.857179,0.330285,0.566858,1.706693,0.855647,1.451938,1.985629,2.790081,1.934891,1.104781,2.654164,1.554757,2.303332,2.000143,2.601365,1.522989,1.516515,very_high
0.186519,0.906143,0.564232,0.932267,1.726983,0.394973,0.103491,1.356853,0.353719,1.666904,2.173088,2.074438,1.218763,1.967586,2.632505,1.596585,1.832074,2.861367,high
0.040775,0.276904,0.850575,0.665947,1.545045,1.821596,0.060384,1.460150,0.695955,1.902264,0.248243,1.998550,2.454285,2.394466,1.313555,1.986423,1.367944,1.580152,medium
0.590893,0.983521,0.201528,0.822657,0.337667,0.349168,0.210668,0.425835,2.711175,2.621998,1.773296,1.095959,0.546203,2.706847,2.954503,2.575689,2.040205,1.876031,very_high
0.677564,0.140712,0.934433,0.013281,1.643603,0.572120,1.930971,0.157564,0.531709,2.238919,1.445674,0.178209,0.168675,1.391114,1.140432,1.989887,1.992003,1.373348,low
0.016588,0.202016,0.689088,0.542015,1.538501,1.033674,1.881727,0.553803,2.046688,1.490632,2.933874,2.490219,2.843681,1.658866,2.068018,1.858392,1.425626,1.277205,very_high
0.512093,0.184225,0.823273,0.459563,1.193446,0.526727,0.387856,0.497797,1.591389,1.385593,2.538623,0.512711,0.011335,1.873631,2.832051,1.023146,2.345603,1.417338,low
0.226496,0.893990,0.556191,0.498968,0.674404,0.419729,0.323345,0.469088,0.249581,1.918805,1.364489,1.116776,2.930488,2.924117,2.891388,2.136079,1.235581,2.107295,high
0.645173,0.654293,0.779517,0.072213,0.525017,1.198199,0.481070,0.385509,0.855791,1.367119,2.325428,1.801064,2.186560,1.730667,1.464218,1.249486,1.123383,2.838057,low
0.174366,0.152104,0.016200,0.684435,0.243778,0.177859,1.031094,1.149511,1.561117,1.373338,0.579116,1.446761,0.985497,1.762200,1.287970,2.529296,1.769810,1.652398,low
0.690938,0.440323,0.818380,0.503220,1.019514,0.116336,1.139409,0.656207,2.557050,0.048918,1.687009,0.595982,2.093460,2.306945,2.448806,1.515475,1.819650,1.646816,medium
0.386735,0.615298,0.040139,0.765149,1.170522,0.744491,0.443187,1.640690,2.122615,0.522192,0.223857,0.421849,2.453625,1.838399,1.083947,2.348375,1.639481,2.128281,low
0.936730,0.083464,0.889913,0.485291,0.718678,1.441329,1.513246,0.367895,1.865649,1.465541,1.044267,0.369739,0.736086,2.902447,1.970478,2.292447,1.515893,1.713485,medium
0.137521,0.882416,0.991963,0.149382,0.950718,1.109614,0.619106,0.929254,1.488099,2.467960,0.677587,2.589024,2.312687,2.788938,2.592710,2.233351,1.677553,2.820832,very_high
0.341066,0.803604,0.294067,0.648257,0.727029,0.845753,1.844263,0.027316,0.896052,0.836181,2.156729,0.094679,2.413109,2.026818,2.120509,1.533904,1.326751,1.755696,low
0.113474,0.505207,0.210319,0.172386,1.282012,1.131503,1.313445,0.963365,0.357735,1.567930,1.470272,2.931043,0.748064,2.289550,1.376027,1.534180,1.806905,1.980885,medium
0.924694,0.967127,0.765363,0.872395,1.802518,0.730903,0.872702,0.111676,1.227228,1.034886,2.253211,0.595586,0.125779,1.116061,1.974089,2.726096,2.809207,2.066779,medium
0.877339,0.417761,0.253026,0.613116,0.327841,1.872293,1.579824,1.955447,0.085555,0.314412,1.545886,0.330967,0.612367,2.391461,2.842549,1.025615,1.448854,2.564136,low
0.257942,0.984110,0.865562,0.157204,0.762818,0.109810,1.635829,1.581184,0.633168,2.874895,0.259453,1.730915,0.601939,2.414402,2.234426,1.363045,2.368902,2.127812,medium
0.659984,0.667920,0.102843,0.962338,0.281737,1.346783,0.580963,0.980223,1.297450,2.564022,2.206103,0.239958,0.195721,1.718399,2.442981,2.220342,1.283569,1.478310,low
0.817222,0.634671,0.125955,0.518365,1.249888,1.782565,0.679429,0.173175,1.255816,0.235477,2.499688,1.807360,2.178022,1.439366,1.672528,2.634093,1.707813,1.247974,medium
0.555201,0.165955,0.979152,0.072898,1.457741,1.607769,1.871910,1.184891,0.132886,2.159362,2.710594,2.551880,1.139925,2.830157,1.376968,1.716691,1.642350,2.875549,very_high
0.529651,0.881928,0.673839,0.626833,1.863825,0.368082,0.329482,1.517528,1.767180,1.042740,1.715976,0.143694,2.653159,1.853410,1.511284,2.306887,2.874059,2.603126,high
0.241852,0.427490,0.846887,0.253199,0.557744,0.591853,0.084301,0.381435,1.649053,2.984549,2.260756,2.399606,0.756513,2.307412,2.066355,2.114313,1.855964,1.045930,medium
0.093103,0.162233,0.324329,0.803693,1.900422,1.434096,0.908111,1.136417,0.234313,0.907196,2.256133,1.183432,1.359696,1.066658,1.560440,1.129080,2.380932,2.643058,low
0.897216,0.012608,0.676484,0.817822,0.126525,0.168541,1.602420,1.628422,2.829489,0.716215,0.467249,0.478472,1.917052,1.828134,2.083930,2.243500,2.204926,2.181196,medium
0.900418,0.559756,0.594242,0.978947,1.206028,1.623723,1.543336,1.536496,0.298148,1.703672,0.492662,0.528289,2.632395,2.634518,2.415584,2.627807,1.282060,2.037788,high
0.633101,0.527400,0.603150,0.501870,0.114265,1.437814,1.839061,1.605984,2.564502,2.505378,0.212657,2.756294,1.573863,1.775152,2.468792,2.984897,2.879081,1.024458,very_high
0.339030,0.719354,0.682532,0.454957,1.787548,1.459213,1.066401,1.758647,0.000929,0.577557,0.959741,0.331817,1.120574,2.206322,1.329370,1.059280,1.691739,2.561728,low
0.349210,0.890258,0.575359,0.753476,1.059618,0.200483,0.200129,1.875364,2.646843,2.128208,1.420526,2.600348,2.601045,1.419712,2.500862,2.320116,1.089517,1.396130,high
0.725956,0.079407,0.429062,0.132471,1.338697,1.435521,1.177378,0.811042,0.059159,0.184220,2.993694,1.632734,0.930739,1.833051,2.345376,1.829099,1.600887,2.455962,medium
0.897110,0.731496,0.275923,0.546916,1.663148,1.359636,1.556791,1.137538,2.273436,2.756804,1.292980,0.117169,0.238271,2.855275,1.024010,1.019576,1.671267,1.031736,low
0.887086,0.187412,0.768581,0.546248,0.300621,1.661845,0.186656,1.581319,1.085072,0.243225,2.178728,1.393428,1.335126,2.132903,1.117744,2.228722,1.185491,2.592707,low
0.779876,0.858177,0.226272,0.089473,0.077183,0.083192,0.345315,1.394280,2.214650,2.742694,2.080191,2.452349,2.355280,2.803863,2.292499,1.244855,2.239955,1.046079,very_high
0.642032,0.819064,0.692354,0.417984,1.757762,0.046221,0.024581,1.991040,1.205236,1.472422,0.613446,2.178608,0.092342,2.804039,1.767408,1.757134,1.693528,1.471786,low
0.084140,0.540794,0.233333,0.853285,0.629866,0.746014,1.187305,0.027355,0.212724,1.344273,0.175521,1.466347,1.757647,2.888296,1.292208,1.522734,2.258269,1.536556,low
0.161629,0.710243,0.625330,0.856154,0.257958,0.297577,1.773469,0.710266,2.302520,2.919921,1.638020,2.580150,1.783392,2.790783,1.088793,1.722327,1.013481,1.315017,high
0.898554,0.314350,0.747078,0.099238,0.936922,1.116769,1.341327,0.562056,0.213758,2.971153,2.100917,0.361094,2.785625,1.006562,1.318797,1.985391,2.964097,1.962116,medium
0.606429,0.471168,0.218714,0.090721,1.196612,1.834698,1.964080,0.524632,2.766361,1.950534,2.994755,2.729823,0.859394,2.868030,2.915028,1.718419,1.341033,1.567376,very_high
0.009197,0.821637,0.059943,0.262695,0.061941,0.782959,0.126067,0.445060,0.152922,0.381358,1.075833,2.539324,0.836510,1.274919,2.455131,2.105464,2.318662,2.986576,low
0.101472,0.459265,0.130974,0.874766,0.549791,1.689901,1.806002,1.418248,1.437976,1.518510,2.689094,2.124830,1.321451,1.079853,2.055411,1.477299,2.431569,2.159938,high
0.663502,0.357798,0.605997,0.128903,0.065600,0.000482,1.628137,0.169519,2.169103,1.587489,1.145797,2.453663,1.070745,1.110777,2.883081,2.270724,1.343217,2.132956,medium
0.005062,0.494212,0.849446,0.719997,0.840671,0.337029,0.628483,1.483218,1.179739,1.543339,2.068235,1.631447,2.209038,1.697832,2.238221,2.707526,1.223425,1.441739,medium
0.160808,0.828249,0.044997,0.101166,1.790200,0.060847,1.947053,1.386852,0.651700,1.708476,1.794759,2.025487,1.925256,2.241608,2.451290,1.448134,1.305154,1.817379,high
0.548734,0.335208,0.734151,0.623138,1.965305,0.656294,0.575875,0.501608,2.277273,0.056174,0.158936,1.681794,2.276763,1.804622,1.565304,2.015754,1.493637,1.247956,low
0.691895,0.173762,0.341319,0.356067,1.274095,1.816379,1.778609,0.505668,2.352884,2.133682,0.235165,1.066286,2.460125,1.051109,2.177964,2.297380,1.336464,2.525059,high
0.651961,0.712014,0.478528,0.788914,0.323275,0.193904,1.761497,1.257721,2.768085,2.137183,0.062292,1.706582,2.768943,1.952965,1.286954,2.129252,2.347999,1.662318,high
0.224269,0.825978,0.928860,0.233690,1.811699,1.212820,1.515315,1.524342,1.128495,0.346409,1.112502,0.772396,1.292810,1.884261,1.808966,1.731299,1.841666,2.503932,medium
0.712179,0.100637,0.331972,0.639202,1.032496,0.902992,1.126941,1.752971,1.518755,1.710718,2.237403,1.320838,2.954092,2.513699,1.066481,2.284399,2.075583,1.743392,very_high
0.237249,0.239874,0.465337,0.235683,0.307499,1.876936,0.240005,1.704279,1.089385,1.705084,0.518266,0.842326,0.646982,1.559226,1.433256,1.056492,1.094674,2.977514,low
0.325400,0.141972,0.013682,0.713660,1.843453,0.245038,1.063943,1.929766,0.771245,2.047351,1.817559,0.368663,2.143095,1.435062,1.149737,1.739812,2.722498,1.342243,low
0.746491,0.347941,0.081599,0.873678,1.514938,0.424056,0.713593,1.162770,2.253099,0.256193,0.866483,0.965586,1.602028,1.511878,1.775558,2.065224,1.341143,1.003048,low
0.649633,0.450351,0.258592,0.126802,1.463411,0.059084,1.584434,1.817311,1.018956,1.879510,2.390978,2.555962,2.450702,1.607480,2.686070,1.041226,1.720305,2.189651,very_high
0.849223,0.748826,0.027852,0.866596,1.418361,0.867870,1.516258,1.617027,1.284448,0.842256,2.395188,1.143242,1.430312,2.198330,1.755868,2.015298,1.143803,2.905906,high
0.657613,0.651148,0.631375,0.593575,0.400680,0.555666,1.821225,1.789335,1.211021,1.521009,2.326244,2.244011,2.351816,1.943051,2.663279,2.308509,1.273586,2.294108,very_high
0.568309,0.620929,0.426398,0.127110,0.422013,1.739812,0.029660,0.023253,2.137984,2.319971,1.574501,0.525594,2.790506,1.673789,2.312997,2.518415,2.331599,1.171447,high
0.093675,0.352375,0.548145,0.427542,1.376586,1.209882,1.618206,1.931806,2.753387,2.116938,0.853700,1.273257,2.196883,1.748628,2.019059,1.226748,2.385174,2.080961,very_high
0.367716,0.841448,0.174647,0.160860,0.439446,1.228181,1.876924,0.947060,2.000268,0.356709,2.428332,0.344568,2.328283,1.741847,1.473783,2.981130,2.353931,2.818974,high
0.265202,0.471287,0.295932,0.700348,0.877343,1.063821,1.578601,1.596366,1.414748,1.773554,0.558302,0.415863,0.201526,2.944813,2.844312,2.212335,2.104274,1.013012,medium
0.243990,0.979105,0.663824,0.758868,1.564004,0.183701,0.260389,0.254408,2.337615,2.907350,0.869279,1.852309,0.614873,1.465994,1.108402,1.726388,2.905043,1.333824,medium
0.973011,0.634142,0.965303,0.105797,1.567905,0.890037,0.162558,0.791882,1.922914,0.470308,0.551843,1.822445,2.922911,2.636123,2.377826,1.498186,2.014354,2.629123,high
0.393098,0.126265,0.050417,0.506140,0.906524,1.999010,0.041690,0.542921,0.181831,2.558721,2.022630,0.640116,2.079561,2.416422,2.242480,2.145794,1.898824,2.787814,high
0.892047,0.676178,0.890384,0.814625,1.584380,1.670459,1.257490,0.583318,0.286991,2.107644,2.058708,1.423270,1.684347,1.011140,1.882083,2.763423,1.495091,2.414321,high
0.631139,0.325104,0.576881,0.936163,1.677244,1.786918,1.259345,0.246511,0.113751,2.322010,1.957530,2.589919,1.100929,2.986352,1.480642,2.041131,1.197699,2.983120,very_high
0.794811,0.686327,0.563920,0.513518,1.309552,1.646453,1.973827,1.611528,1.370449,0.845875,1.246804,0.522605,0.133167,2.512879,1.861392,2.322944,2.096310,1.180432,medium
0.502637,0.069641,0.500279,0.950279,0.456852,0.206083,0.796086,0.018485,2.477560,0.863667,0.300513,0.057632,1.107408,2.364899,2.745545,1.715393,1.629780,2.091353,low
0.576904,0.174881,0.069394,0.535689,0.548024,0.454897,0.663813,0.625011,0.939250,2.718058,2.733509,1.955985,1.496739,1.810649,2.673532,1.776305,2.048051,2.369989,high
0.492518,0.855737,0.089877,0.394190,0.629682,0.006243,1.248850,0.348821,1.152481,1.079496,1.523193,0.160495,0.634379,2.110406,2.882762,1.572350,1.412238,2.405289,low
0.195243,0.227180,0.600912,0.848203,0.233608,0.607020,1.651217,1.178078,2.728431,0.189046,1.220917,2.939821,0.519410,1.506542,1.615586,2.411275,2.676345,2.586969,high
0.722452,0.837041,0.340959,0.492983,0.546319,0.217215,1.873548,0.508505,2.510710,1.801790,1.766475,1.828861,1.525250,1.070967,1.774208,1.718375,2.999394,2.835252,very_high
0.280772,0.279276,0.917268,0.471903,0.419038,0.945587,1.606248,0.517997,1.995144,0.374453,0.578371,1.411189,1.757713,2.672043,1.037452,1.381433,1.644807,1.723283,low
0.024316,0.642882,0.406591,0.490312,0.910657,1.354255,0.853348,0.976676,0.800411,2.389789,0.397646,1.289978,0.719754,2.792969,2.885900,1.738801,2.684655,1.085927,medium
0.645472,0.694151,0.143281,0.846785,1.816875,1.749011,1.269828,1.305378,0.351124,1.925239,1.216576,1.719212,1.762168,1.324941,1.658780,2.707654,2.745972,1.724884,high
0.177111,0.512655,0.714719,0.831942,0.208961,1.498434,1.712599,0.242609,0.048176,2.624180,0.681662,0.271873,2.701020,2.574112,1.808328,2.476504,2.992148,2.343230,high
0.940459,0.305311,0.293353,0.403520,1.440536,1.877171,0.981219,0.351023,0.321032,2.354512,0.732871,2.790057,1.419520,2.482305,2.815609,1.669282,1.685440,1.426912,high
0.953929,0.212644,0.525470,0.333300,1.374566,0.107797,0.433373,0.494349,0.877789,0.336341,2.677534,1.876926,2.572171,1.356750,2.053197,2.813618,2.512083,2.619946,high
0.914864,0.033189,0.697833,0.491928,0.191508,0.024360,0.339447,1.947496,1.655370,1.143212,1.592278,0.551935,2.781814,1.843658,2.132349,1.149665,1.457618,1.439529,low
0.370159,0.303946,0.900264,0.572773,1.845145,1.322676,0.000315,0.794305,0.192000,2.323681,1.450407,1.687743,0.277182,1.845516,1.352466,1.099508,2.249592,1.020127,low
0.015457,0.653163,0.792191,0.238337,1.136944,0.578705,1.436476,1.197980,0.408683,1.252024,2.068439,0.399770,0.287435,2.519929,1.997320,1.254941,2.409685,2.016162,low
0.928319,0.938305,0.676361,0.793955,0.727451,0.507002,0.222194,0.483086,0.543242,2.917096,2.854644,0.052658,1.428133,2.675322,2.836417,1.232910,2.482241,2.452923,high
0.428184,0.871204,0.679633,0.486483,1.513077,0.661774,0.487678,0.980919,1.895946,2.207221,0.336596,1.891551,1.764307,1.189550,2.117436,1.175669,1.414344,1.699311,low
0.966655,0.766065,0.945925,0.334046,0.514731,0.539592,0.595753,0.148238,1.847369,0.046500,2.500604,1.945450,1.277650,2.125938,1.510233,2.322685,2.697451,2.497792,high
0.963620,0.788447,0.295824,0.106821,1.387020,1.022873,1.120760,0.069484,1.652297,2.639957,1.752058,1.751090,0.979352,2.523497,1.062362,2.201685,1.841944,1.876809,high
0.853009,0.664985,0.001112,0.238845,0.079422,0.880297,0.795915,0.937467,0.751504,0.302414,0.438496,0.550450,1.922982,2.572381,1.672604,2.295211,1.432739,1.343429,low
0.294449,0.260287,0.271955,0.949281,1.678816,1.024857,1.349348,0.797319,1.113359,0.421571,0.891448,1.810290,0.006245,1.295987,2.145182,2.376732,2.085062,1.181117,low
0.385098,0.907195,0.217891,0.305100,0.896342,1.345427,0.111277,0.273761,0.290069,2.203477,1.447084,0.169533,2.904220,2.051010,1.085227,2.513760,2.726714,2.421174,medium
0.851137,0.670732,0.661835,0.168859,1.273386,0.774261,0.247878,1.375203,0.679382,2.594906,2.073531,1.827715,0.696237,2.715117,2.219585,1.414354,2.934176,1.771430,high
0.316922,0.560441,0.633712,0.460673,0.442476,0.502615,0.998423,1.985807,2.693116,1.609049,0.727821,1.662051,2.751296,1.637037,2.046828,2.244607,2.496416,2.825548,very_high
0.169493,0.110989,0.593461,0.307088,1.354147,0.332401,0.673930,0.791294,2.939075,0.867149,1.604636,1.965764,0.327044,1.850234,2.566871,2.160097,1.011246,2.080510,medium
0.556801,0.447056,0.016243,0.035159,1.544481,0.698948,0.591627,1.249117,1.942979,1.053947,2.054015,2.686427,0.714262,2.608717,1.057776,2.887320,1.269402,1.696865,medium
0.936155,0.460358,0.728778,0.323145,0.946426,1.483613,0.134056,1.925952,2.750470,1.028668,1.346222,2.551074,0.704621,1.178639,2.561695,1.464735,1.152548,1.697982,medium
0.696030,0.864564,0.323530,0.544109,1.235454,1.513410,1.791438,1.663070,1.928226,0.980034,2.589078,2.941963,2.988459,2.718987,2.041754,1.117446,1.202427,1.262876,very_high
0.570061,0.546648,0.665056,0.551712,0.912652,1.333811,1.383637,0.927104,0.099589,0.728729,2.608377,2.928723,0.013802,1.622313,1.741059,2.306990,1.766070,2.187578,medium
0.097176,0.380401,0.556578,0.356559,1.788183,0.468056,0.243236,1.474979,2.990288,1.826601,1.412074,2.316959,1.918915,1.002901,2.930766,2.480346,1.676987,2.164334,very_high
0.615007,0.976800,0.342731,0.447303,0.995738,1.176172,0.130092,0.256270,0.296857,2.701216,2.918777,2.869259,2.609060,1.468318,1.320239,1.566392,1.227370,2.599987,high
0.990054,0.110721,0.134576,0.965518,1.683617,1.141379,1.949745,1.024208,2.047925,0.921247,0.226755,2.601852,2.016821,1.179001,2.082650,2.141697,2.764471,1.402394,high
0.140084,0.422548,0.094419,0.377348,1.602704,0.968532,1.362345,0.558121,0.758509,0.560083,0.010087,2.182747,1.088201,1.184770,1.641963,1.119072,2.230855,1.581579,low
0.518330,0.042025,0.831518,0.258227,0.821010,1.099958,0.834912,0.322327,1.175943,2.515733,1.142005,0.226153,2.874928,2.385671,2.054973,2.920090,2.592927,1.194476,high
0.877373,0.739904,0.918398,0.243467,0.460169,0.983581,1.403462,0.852562,1.937803,2.225350,1.803291,0.147150,2.680562,1.427953,2.104551,1.219850,1.743099,1.590684,medium
0.740769,0.918077,0.649788,0.457765,0.812164,1.130913,1.512664,0.262029,1.309462,2.792511,1.887600,2.512799,1.301865,2.869485,1.178896,1.135141,1.820472,1.856204,high
